GEO_ID,NAME,P2_001N,P2_002N,P2_005N,P2_006N,P2_007N,P2_008N,P2_009N,P2_010N,P2_011N
Geography,Geographic Area Name,Total,Hispanic or Latino total,White total,Black or African American total,American Indian and Alaska Native total,Asian total,Native Hawaiian and Other Pacific Islander total,Some Other Race total,Two or more races total
0500000US09007,"Middlesex County, Connecticut",164245,11928,131954,8001,214,4923,43,744,6438
0500000US09009,"New Haven County, Connecticut",864835,170081,509688,110273,1413,36995,247,5953,30185
0500000US09011,"New London County, Connecticut",268555,30920,194894,14422,1977,10633,215,1415,14079
0500000US09013,"Tolland County, Connecticut",149788,9699,120021,5074,182,8438,44,636,5694
0500000US09015,"Windham County, Connecticut",116418,14459,91844,2064,326,1960,17,506,5242
0500000US10001,"Kent County, Delaware",181851,13981,104845,45737,864,4362,107,1028,10927
0500000US10003,"New Castle County, Delaware",570719,63516,303265,142388,893,35022,127,2555,22953
0500000US10005,"Sussex County, Delaware",237378,26793,171741,24835,764,3014,70,1018,9143
0500000US11001,"District of Columbia, District of Columbia",689545,77652,261771,282066,1277,33192,349,3753,29485
0500000US12001,"Alachua County, Florida",278468,33614,160463,51171,562,17891,101,1668,12998
0500000US12003,"Baker County, Florida",28259,973,22185,3825,109,157,14,84,912
0500000US12005,"Bay County, Florida",175216,13846,128348,17549,795,4068,194,720,9696
0500000US12007,"Bradford County, Florida",28303,1350,20320,5427,58,135,12,97,904
0500000US12009,"Brevard County, Florida",606612,67907,430936,56498,1569,15587,482,3389,30244
0500000US12011,"Broward County, Florida",1944375,608703,644230,517618,2917,74040,696,21389,74782
0500000US12013,"Calhoun County, Florida",13648,622,10490,1668,93,46,0,10,719
0500000US12015,"Charlotte County, Florida",186847,14079,153700,8870,385,2566,63,782,6402
0500000US12017,"Citrus County, Florida",153843,9241,131477,3891,466,2412,43,517,5796
0500000US12019,"Clay County, Florida",218245,23134,148986,25621,680,6626,363,1064,11771
0500000US12021,"Collier County, Florida",375752,102249,235455,22554,551,5419,61,1502,7961
0500000US12023,"Columbia County, Florida",69698,5063,49096,11441,236,867,27,295,2673
0500000US12027,"DeSoto County, Florida",33976,10011,18624,4203,80,189,8,80,781
0500000US12029,"Dixie County, Florida",16759,688,13750,1551,61,58,0,33,618
0500000US12031,"Duval County, Florida",995567,112689,492039,286344,2306,48652,960,6837,45740
0500000US12033,"Escambia County, Florida",321905,20793,200962,68148,1998,9866,410,1771,17957
0500000US12035,"Flagler County, Florida",115378,12299,84291,10537,291,2450,59,704,4747
0500000US12037,"Franklin County, Florida",12451,675,9798,1403,41,30,2,41,461
0500000US12039,"Gadsden County, Florida",43826,5093,14093,23326,71,147,4,120,972
0500000US12041,"Gilchrist County, Florida",17864,1348,14827,788,62,56,2,45,736
0500000US12043,"Glades County, Florida",12126,3050,7132,1434,193,34,0,45,238
0500000US12045,"Gulf County, Florida",14192,555,11222,1692,66,57,0,34,566
0500000US12047,"Hamilton County, Florida",14004,1455,7633,4422,43,43,0,26,382
0500000US12049,"Hardee County, Florida",25327,10604,11873,2111,55,165,3,35,481
0500000US12051,"Hendry County, Florida",39619,22112,12089,4195,155,339,4,120,605
0500000US12053,"Hernando County, Florida",194515,29045,144060,9507,553,2566,86,868,7830
0500000US12055,"Highlands County, Florida",101235,20943,65511,9484,291,1602,49,307,3048
0500000US12057,"Hillsborough County, Florida",1459762,427381,667791,224479,2817,69928,914,9655,56797
0500000US12059,"Holmes County, Florida",19653,688,16766,1211,120,81,13,27,747
0500000US12061,"Indian River County, Florida",159788,20832,117422,13079,273,2341,52,730,5059
0500000US12063,"Jackson County, Florida",47319,2215,30629,12042,196,292,18,144,1783
0500000US12065,"Jefferson County, Florida",14510,658,8720,4600,36,34,3,54,405
0500000US12067,"Lafayette County, Florida",8226,938,6074,1024,16,10,1,18,145
0500000US12069,"Lake County, Florida",383956,65375,253214,37883,1016,8362,317,2916,14873
0500000US12071,"Lee County, Florida",760822,173161,490476,55958,1228,12789,244,3974,22992
0500000US12073,"Leon County, Florida",292198,22914,157458,87503,631,10465,155,1261,11811
0500000US12075,"Levy County, Florida",42915,4080,32874,3597,122,292,11,170,1769
0500000US12077,"Liberty County, Florida",7974,562,5729,1353,52,18,1,26,233
0500000US12079,"Madison County, Florida",17968,881,10132,6281,53,45,0,63,513
0500000US12081,"Manatee County, Florida",399710,70979,273101,31147,779,8433,246,1583,13442
0500000US12083,"Marion County, Florida",375908,55910,253837,42795,986,5973,148,1747,14512
0500000US12085,"Martin County, Florida",158431,24187,119216,7277,218,2246,42,525,4720
0500000US12086,"Miami-Dade County, Florida",2701767,1856938,361517,378756,1589,41672,385,14667,46243
0500000US12087,"Monroe County, Florida",82874,19432,54731,4517,169,1137,61,407,2420
0500000US12089,"Nassau County, Florida",90352,4449,75817,4945,222,863,52,293,3711
0500000US12091,"Okaloosa County, Florida",211668,22578,146271,18896,799,6578,448,1206,14892
0500000US12093,"Okeechobee County, Florida",39644,9857,24671,3318,263,332,14,146,1043
0500000US12095,"Orange County, Florida",1429908,473025,531362,263624,2207,76870,1114,16015,65691
0500000US12097,"Osceola County, Florida",388656,211089,113362,35145,562,11370,240,4218,12670
0500000US12099,"Palm Beach County, Florida",1492191,349933,779759,255724,1536,43356,494,10766,50623
0500000US12101,"Pasco County, Florida",561891,93157,392375,31601,1388,16408,308,2771,23883
0500000US12103,"Pinellas County, Florida",959107,102439,684463,91431,1942,33700,797,4835,39500
0500000US12105,"Polk County, Florida",725046,187695,392621,100950,1623,13181,300,3684,24992
0500000US12107,"Putnam County, Florida",73321,7816,50541,11274,280,469,37,248,2656
0500000US12109,"St. Johns County, Florida",273425,22607,214428,12940,544,9764,151,1225,11766
0500000US12111,"St. Lucie County, Florida",329226,66320,176533,64597,568,5678,141,2470,12919
0500000US12113,"Santa Rosa County, Florida",188000,11890,147518,10690,1112,3818,362,847,11763
0500000US12115,"Sarasota County, Florida",434006,43236,349700,16165,695,8407,168,1902,13733
0500000US12117,"Seminole County, Florida",470856,106539,264072,50276,765,25164,243,2975,20822
0500000US12119,"Sumter County, Florida",129752,7583,109213,8313,311,1238,31,320,2743
0500000US12121,"Suwannee County, Florida",43474,4785,31664,4920,167,270,16,143,1509
0500000US12123,"Taylor County, Florida",21796,866,15629,4196,102,224,0,45,734
0500000US12125,"Union County, Florida",16147,764,11585,3197,42,35,0,62,462
0500000US12127,"Volusia County, Florida",553543,82652,379527,55338,1262,10478,266,2692,21328
0500000US12129,"Wakulla County, Florida",33764,1577,25987,4202,154,198,19,126,1501
0500000US12131,"Walton County, Florida",75305,6187,60644,3294,415,907,38,307,3513
0500000US12133,"Washington County, Florida",25318,924,19484,3236,222,132,28,87,1205
0500000US13001,"Appling County, Georgia",18444,1825,12674,3339,33,123,1,32,417
0500000US13003,"Atkinson County, Georgia",8286,2048,4801,1208,30,12,4,16,167
0500000US13005,"Bacon County, Georgia",11140,875,8103,1747,4,40,4,32,335
0500000US13007,"Baker County, Georgia",2876,143,1514,1128,1,18,0,2,70
0500000US13009,"Baldwin County, Georgia",43799,1139,22432,18318,64,599,27,193,1027
0500000US13011,"Banks County, Georgia",18035,1164,15578,394,54,189,8,28,620
0500000US13013,"Barrow County, Georgia",83505,10560,55582,10141,130,3233,17,459,3383
0500000US13015,"Bartow County, Georgia",108901,10751,80159,11309,254,1169,40,466,4753
0500000US13017,"Ben Hill County, Georgia",17194,1054,9219,6222,57,116,0,48,478
0500000US13019,"Berrien County, Georgia",18160,1045,14396,1934,22,80,10,62,611
0500000US13021,"Bibb County, Georgia",157346,6737,56787,85234,281,3209,42,602,4454
0500000US13023,"Bleckley County, Georgia",12583,469,8867,2788,11,153,8,30,257
0500000US13025,"Brantley County, Georgia",18021,326,16317,562,45,42,3,34,692
0500000US13027,"Brooks County, Georgia",16301,955,9066,5684,24,67,6,42,457
0500000US13029,"Bryan County, Georgia",44738,3269,31321,6330,102,1032,53,184,2447
0500000US13031,"Bulloch County, Georgia",81099,4180,49712,22775,159,1283,62,249,2679
0500000US13033,"Burke County, Georgia",24596,777,11941,10957,45,97,10,66,703
0500000US13035,"Butts County, Georgia",25434,803,16628,6808,39,102,9,164,881
0500000US13037,"Calhoun County, Georgia",5573,149,1766,3569,8,19,0,1,61
0500000US13039,"Camden County, Georgia",54768,3658,37203,9497,185,845,66,325,2989
0500000US13043,"Candler County, Georgia",10981,1378,6567,2681,19,63,3,26,244
0500000US13045,"Carroll County, Georgia",119148,9586,80725,21781,271,1104,21,505,5155
0500000US13047,"Catoosa County, Georgia",67872,2341,59280,1808,181,1025,84,133,3020
0500000US13049,"Charlton County, Georgia",12518,2036,7532,2386,40,109,2,30,383
0500000US13051,"Chatham County, Georgia",295291,23790,139433,108011,619,10620,408,1447,10963
0500000US13053,"Chattahoochee County, Georgia",9565,1610,5403,1463,35,304,104,55,591
0500000US13055,"Chattooga County, Georgia",24965,1297,20079,2391,45,102,0,81,970
0500000US13057,"Cherokee County, Georgia",266620,32111,197867,17326,502,5429,100,1544,11741
0500000US13059,"Clarke County, Georgia",128671,14336,72201,31367,297,4920,66,980,4504
0500000US13061,"Clay County, Georgia",2848,41,1143,1593,1,6,0,7,57
0500000US13063,"Clayton County, Georgia",297595,42546,25902,205301,601,13491,119,1800,7835
0500000US13065,"Clinch County, Georgia",6749,253,4256,1950,30,22,7,31,200
0500000US13067,"Cobb County, Georgia",766149,111240,369182,200072,1289,42533,293,7382,34158
0500000US13069,"Coffee County, Georgia",43092,5430,24158,11872,62,299,14,69,1188
0500000US13071,"Colquitt County, Georgia",45898,8709,25588,9995,83,388,15,106,1014
0500000US13073,"Columbia County, Georgia",156010,11858,99111,27621,354,7102,271,897,8796
0500000US13075,"Cook County, Georgia",17229,1134,10658,4753,29,100,4,51,500
0500000US13077,"Coweta County, Georgia",146158,11053,99421,25544,298,3329,62,669,5782
0500000US13079,"Crawford County, Georgia",12130,415,8866,2267,45,31,3,44,459
0500000US13081,"Crisp County, Georgia",20128,634,9892,8821,18,180,4,64,515
0500000US13083,"Dade County, Georgia",16251,364,14786,141,68,129,5,31,727
0500000US13085,"Dawson County, Georgia",26798,1605,23544,200,63,235,14,94,1043
0500000US13087,"Decatur County, Georgia",29367,1911,14280,12200,64,183,16,64,649
0500000US13089,"DeKalb County, Georgia",764382,81471,215895,384438,1161,50076,202,4719,26420
0500000US13091,"Dodge County, Georgia",19925,620,12865,5847,21,95,8,42,427
0500000US13093,"Dooly County, Georgia",11208,797,4611,5540,17,51,2,14,176
0500000US13095,"Dougherty County, Georgia",85790,2413,20631,59720,128,647,20,234,1997
0500000US13097,"Douglas County, Georgia",144237,16035,49877,68763,335,2313,97,1072,5745
0500000US13099,"Early County, Georgia",10854,186,4813,5534,31,47,0,11,232
0500000US13101,"Echols County, Georgia",3697,1091,2328,147,37,8,0,2,84
0500000US13103,"Effingham County, Georgia",64769,3492,48204,8747,181,677,28,269,3171
0500000US13105,"Elbert County, Georgia",19637,996,12610,5253,26,182,3,53,514
0500000US13107,"Emanuel County, Georgia",22768,993,13815,7246,33,141,2,40,498
0500000US13109,"Evans County, Georgia",10774,1237,6038,3083,15,78,11,21,291
0500000US13111,"Fannin County, Georgia",25319,753,23351,85,85,113,3,55,874
0500000US13113,"Fayette County, Georgia",119194,9480,68144,29166,212,6362,44,848,4938
0500000US13115,"Floyd County, Georgia",98584,11466,67747,13940,191,1287,24,371,3558
0500000US13117,"Forsyth County, Georgia",251283,25226,159407,10455,456,45117,85,1255,9282
0500000US13119,"Franklin County, Georgia",23424,1121,19262,1888,34,261,3,79,776
0500000US13121,"Fulton County, Georgia",1066710,86302,404793,448803,1558,80632,381,6444,37797
0500000US13123,"Gilmer County, Georgia",31353,3599,26365,127,62,131,0,82,987
0500000US13125,"Glascock County, Georgia",2884,52,2573,196,0,7,2,0,54
0500000US13127,"Glynn County, Georgia",84499,6336,52987,20469,175,1175,92,352,2913
0500000US13129,"Gordon County, Georgia",57544,8957,43317,2075,122,719,15,123,2216
0500000US13131,"Grady County, Georgia",26236,3273,14715,7285,89,110,6,86,672
0500000US13133,"Greene County, Georgia",18915,1289,11126,5783,28,174,2,58,455
0500000US13135,"Gwinnett County, Georgia",957062,220460,310583,257124,1532,126526,387,6489,33961
0500000US13137,"Habersham County, Georgia",46031,6880,34694,1722,83,990,35,109,1518
0500000US13139,"Hall County, Georgia",203136,57010,120418,14256,341,4198,85,708,6120
0500000US13141,"Hancock County, Georgia",8735,63,2413,6025,23,37,1,10,163
0500000US13143,"Haralson County, Georgia",29919,497,26825,1253,56,186,9,87,1006
0500000US13145,"Harris County, Georgia",34668,1417,25925,5170,101,388,21,138,1508
0500000US13147,"Hart County, Georgia",25828,931,19250,4324,36,335,2,86,864
0500000US13149,"Heard County, Georgia",11412,253,9589,930,33,53,4,29,521
0500000US13151,"Henry County, Georgia",240712,18437,86297,116431,427,7976,119,1650,9375
0500000US13153,"Houston County, Georgia",163633,11807,86211,51992,339,4905,124,703,7552
0500000US13155,"Irwin County, Georgia",9666,663,6402,2224,15,119,1,24,218
0500000US13157,"Jackson County, Georgia",75907,6712,59064,5136,127,1744,30,294,2800
0500000US13159,"Jasper County, Georgia",14588,684,10771,2442,34,22,1,62,572
0500000US13161,"Jeff Davis County, Georgia",14779,2047,9950,2293,26,50,7,33,373
0500000US13163,"Jefferson County, Georgia",15709,462,6834,7970,21,70,0,25,327
0500000US13165,"Jenkins County, Georgia",8674,303,4611,3536,29,12,5,30,148
0500000US13167,"Johnson County, Georgia",9189,117,5800,3017,23,28,15,14,175
0500000US13169,"Jones County, Georgia",28347,476,20074,6739,46,138,7,73,794
0500000US13171,"Lamar County, Georgia",18500,475,12344,4888,13,102,4,48,626
0500000US13173,"Lanier County, Georgia",9877,572,6595,2138,31,81,14,33,413
0500000US13175,"Laurens County, Georgia",49570,1424,27881,18219,80,507,14,141,1304
0500000US13177,"Lee County, Georgia",33163,953,22758,7331,57,850,9,98,1107
0500000US13179,"Liberty County, Georgia",65256,7786,24004,27309,225,1325,437,322,3848
0500000US13181,"Lincoln County, Georgia",7690,92,5196,2116,18,20,3,10,235
0500000US13183,"Long County, Georgia",16168,1979,8774,4028,62,164,88,91,982
0500000US13185,"Lowndes County, Georgia",118251,7872,59306,43946,312,1908,100,450,4357
0500000US13187,"Lumpkin County, Georgia",33488,1790,29241,412,151,257,21,118,1498
0500000US13189,"McDuffie County, Georgia",21632,790,11417,8644,45,76,13,37,610
0500000US13191,"McIntosh County, Georgia",10975,231,7060,3176,32,43,0,35,398
0500000US13193,"Macon County, Georgia",12082,472,4078,7150,15,156,7,20,184
0500000US13195,"Madison County, Georgia",30120,1956,23549,2753,44,521,4,106,1187
0500000US13197,"Marion County, Georgia",7498,560,4486,2122,12,55,15,11,237
0500000US13199,"Meriwether County, Georgia",20613,475,12084,7273,64,78,6,50,583
0500000US13201,"Miller County, Georgia",6000,136,3949,1748,9,26,1,5,126
0500000US13205,"Mitchell County, Georgia",21755,964,10106,10054,37,108,0,41,445
0500000US13207,"Monroe County, Georgia",27957,714,19954,6084,34,239,0,86,846
0500000US13209,"Montgomery County, Georgia",8610,571,5665,2120,11,34,0,13,196
0500000US13211,"Morgan County, Georgia",20097,712,14487,4105,42,122,1,68,560
0500000US13213,"Murray County, Georgia",39973,5914,32164,263,79,127,2,58,1366
0500000US13215,"Muscogee County, Georgia",206922,16513,79083,94701,488,5546,517,1076,8998
0500000US13217,"Newton County, Georgia",112483,7164,46746,52246,175,1044,114,734,4260
0500000US13219,"Oconee County, Georgia",41799,2347,33886,1897,31,2066,0,171,1401
0500000US13221,"Oglethorpe County, Georgia",14825,869,10903,2248,40,134,5,53,573
0500000US13223,"Paulding County, Georgia",168661,12564,108444,36609,394,1926,114,1068,7542
0500000US13225,"Peach County, Georgia",27981,2547,12119,12139,63,194,6,98,815
0500000US13227,"Pickens County, Georgia",33216,1198,30122,286,85,191,4,70,1260
0500000US13229,"Pierce County, Georgia",19716,998,16403,1597,41,82,0,45,550
0500000US13231,"Pike County, Georgia",18889,348,16313,1445,28,77,0,62,616
0500000US13233,"Polk County, Georgia",42853,5585,30161,5119,101,239,21,156,1471
0500000US13235,"Pulaski County, Georgia",9855,327,6022,3161,8,92,3,48,194
0500000US13237,"Putnam County, Georgia",22047,1557,14316,5385,33,108,1,40,607
0500000US13239,"Quitman County, Georgia",2235,31,1190,917,13,12,0,9,63
0500000US13241,"Rabun County, Georgia",16883,1452,14625,107,28,60,1,35,575
0500000US13243,"Randolph County, Georgia",6425,143,2250,3862,9,21,3,23,114
0500000US13245,"Richmond County, Georgia",206607,11449,68397,112947,511,3907,391,905,8100
0500000US13247,"Rockdale County, Georgia",93570,9540,24500,53785,168,1532,72,617,3356
0500000US13249,"Schley County, Georgia",4547,175,3357,863,4,20,2,7,119
0500000US13251,"Screven County, Georgia",14067,287,8018,5285,39,61,3,31,343
0500000US13253,"Seminole County, Georgia",9147,228,5617,2961,6,61,0,25,249
0500000US13255,"Spalding County, Georgia",67306,3666,37105,23148,154,640,23,247,2323
0500000US13257,"Stephens County, Georgia",26784,857,21323,2936,73,225,9,76,1285
0500000US13259,"Stewart County, Georgia",5314,1217,1338,2461,10,167,5,8,108
0500000US13261,"Sumter County, Georgia",29616,1770,11528,15051,40,503,4,55,665
0500000US13263,"Talbot County, Georgia",5733,112,2427,3056,5,17,1,6,109
0500000US13265,"Taliaferro County, Georgia",1559,69,591,833,4,6,0,2,54
0500000US13267,"Tattnall County, Georgia",22842,2303,13825,5961,36,127,6,46,538
0500000US13269,"Taylor County, Georgia",7816,168,4584,2807,27,29,2,19,180
0500000US13271,"Telfair County, Georgia",12477,1928,5970,4326,28,30,0,17,178
0500000US13273,"Terrell County, Georgia",9185,177,3189,5540,11,57,1,11,199
0500000US13275,"Thomas County, Georgia",45798,1577,25994,16259,150,406,9,124,1279
0500000US13277,"Tift County, Georgia",41344,5219,22189,12049,56,650,2,91,1088
0500000US13279,"Toombs County, Georgia",27030,3044,16007,6980,31,207,6,79,676
0500000US13281,"Towns County, Georgia",12493,415,11469,124,28,81,3,35,338
0500000US13283,"Treutlen County, Georgia",6406,170,4065,1999,19,7,0,7,139
0500000US13285,"Troup County, Georgia",69426,2956,38099,24157,127,1608,36,239,2204
0500000US13287,"Turner County, Georgia",9006,372,4700,3644,7,49,0,25,209
0500000US13289,"Twiggs County, Georgia",8022,124,4487,3099,16,37,0,18,241
0500000US13291,"Union County, Georgia",24632,816,22646,126,74,100,0,63,807
0500000US13293,"Upson County, Georgia",27700,633,18009,7851,63,151,1,106,886
0500000US13295,"Walker County, Georgia",67654,1685,59654,2840,149,293,25,204,2804
0500000US13297,"Walton County, Georgia",96673,5228,68499,17136,188,1409,44,552,3617
0500000US13299,"Ware County, Georgia",36251,1612,22275,10703,77,333,18,112,1121
0500000US13301,"Warren County, Georgia",5215,53,1974,3047,18,15,1,10,97
0500000US13303,"Washington County, Georgia",19988,334,8412,10698,37,76,0,30,401
0500000US13305,"Wayne County, Georgia",30144,1732,21301,5877,58,174,2,130,870
0500000US13307,"Webster County, Georgia",2348,59,1136,1063,0,12,6,3,69
